CustomerID,Recency,Frequency,Monetary,MonetaryLog,FirstPurchase,LastPurchase,UniqueProducts,TotalQuantity,AvgQuantity,CustomerLifetime,AvgSpendPerDay,Cluster,Country
12374.0,25,1,742.9300000000001,6.6119469443852195,2011-11-14 15:37:00,2011-11-14 15:37:00,33,342,10.363636363636363,0,342.0,2.0,Austria
12375.0,11,2,457.5,6.127960291696519,2011-09-02 14:23:00,2011-11-29 10:36:00,14,178,10.470588235294118,87,2.045977011494253,1.0,Finland
12377.0,315,2,1628.12,7.395795270713971,2010-12-20 09:37:00,2011-01-28 15:45:00,72,944,12.25974025974026,39,24.205128205128204,2.0,Switzerland
12378.0,130,1,4008.62,8.29645175271804,2011-08-02 10:34:00,2011-08-02 10:34:00,219,2529,11.547945205479452,0,2529.0,2.0,Switzerland
12379.0,82,2,852.24,6.749040867823617,2011-06-22 16:32:00,2011-09-19 10:09:00,39,407,10.175,88,4.625,1.0,Belgium
12380.0,22,4,2724.81,7.910520910634419,2011-06-07 09:49:00,2011-11-18 11:27:00,77,1127,10.836538461538462,164,6.871951219512195,1.0,Belgium
12381.0,5,5,1845.31,7.520944331624911,2011-08-12 09:57:00,2011-12-05 12:44:00,70,808,9.28735632183908,115,7.026086956521739,1.0,Norway
12383.0,185,5,1850.56,7.523783805985769,2010-12-22 14:28:00,2011-06-08 08:02:00,84,1532,15.474747474747474,167,9.173652694610778,1.0,Belgium
12384.0,29,2,585.27,6.373780434317173,2011-08-10 11:23:00,2011-11-11 08:39:00,26,126,4.666666666666667,92,1.3695652173913044,1.0,Switzerland
12386.0,338,2,401.9,5.998688392197302,2010-12-08 09:53:00,2011-01-06 12:37:00,10,354,35.4,29,12.206896551724139,2.0,Australia
12388.0,16,6,2780.66,7.930803150780256,2011-01-17 11:12:00,2011-11-24 12:30:00,57,1462,14.62,311,4.70096463022508,1.0,Australia
12390.0,80,1,549.84,6.311444385858925,2011-09-21 09:33:00,2011-09-21 09:33:00,32,353,11.03125,0,353.0,2.0,Belgium
12391.0,22,1,460.89,6.1353267674944725,2011-11-18 12:07:00,2011-11-18 12:07:00,92,300,3.0,0,300.0,2.0,Cyprus
12393.0,72,4,1582.6000000000001,7.3674560152319755,2011-01-11 09:47:00,2011-09-28 15:41:00,47,816,12.75,260,3.1384615384615384,1.0,Australia
12394.0,64,2,1272.48,7.149508589545504,2011-05-06 14:01:00,2011-10-07 08:08:00,26,819,30.333333333333332,153,5.352941176470588,1.0,Belgium
12395.0,19,12,3018.63,8.012889586306857,2010-12-03 16:35:00,2011-11-20 15:21:00,91,2118,13.576923076923077,351,6.034188034188034,0.0,Belgium
12397.0,36,2,2409.9,7.7877554007552545,2011-07-27 14:21:00,2011-11-04 09:52:00,110,1263,10.023809523809524,99,12.757575757575758,1.0,Belgium
12398.0,46,1,1635.6599999999999,7.4004128587924045,2011-10-25 10:27:00,2011-10-25 10:27:00,85,1394,16.4,0,1394.0,2.0,Switzerland
12399.0,119,4,1108.65,7.011799929268738,2011-03-23 09:42:00,2011-08-12 13:15:00,47,1178,19.966101694915253,142,8.295774647887324,1.0,Belgium
12401.0,303,1,84.3,4.446174454497633,2011-02-09 13:50:00,2011-02-09 13:50:00,5,11,2.2,0,11.0,2.0,Belgium
12402.0,323,1,225.6,5.423186348593906,2011-01-20 13:49:00,2011-01-20 13:49:00,11,94,8.545454545454545,0,94.0,2.0,Belgium
12403.0,50,1,427.7,6.0607573736039315,2011-10-21 10:51:00,2011-10-21 10:51:00,5,96,19.2,0,96.0,2.0,Denmark
12405.0,149,1,1710.39,7.445061184797548,2011-07-14 08:52:00,2011-07-14 08:52:00,54,857,15.87037037037037,0,857.0,2.0,Finland
12406.0,22,2,3415.3,8.136313373066384,2011-06-09 10:23:00,2011-11-17 19:22:00,92,1818,17.314285714285713,161,11.29192546583851,1.0,Denmark
12407.0,50,5,1708.1200000000001,7.4437338971514055,2011-03-20 13:21:00,2011-10-21 10:11:00,57,1416,18.38961038961039,214,6.616822429906542,1.0,Belgium
12408.0,33,5,2888.55,7.968856059639959,2011-03-24 14:46:00,2011-11-07 12:27:00,81,1409,13.41904761904762,227,6.20704845814978,1.0,Belgium
12409.0,79,3,11072.67,9.312325497408466,2011-06-10 12:19:00,2011-09-22 10:38:00,91,5551,50.92660550458716,103,53.89320388349515,0.0,Switzerland
12410.0,309,2,693.3299999999999,6.542947351813216,2011-02-04 10:38:00,2011-02-04 10:39:00,26,211,8.115384615384615,0,211.0,2.0,Switzerland
12412.0,75,3,1226.88,7.1130443840624835,2011-06-23 13:51:00,2011-09-26 10:16:00,43,829,13.59016393442623,94,8.819148936170214,1.0,Denmark
12413.0,67,3,758.1,6.632133521022722,2011-01-06 16:12:00,2011-10-04 09:00:00,29,286,7.526315789473684,270,1.0592592592592593,1.0,France
12414.0,217,3,562.41,6.334007604663525,2011-02-02 14:51:00,2011-05-06 14:51:00,16,300,16.666666666666668,93,3.225806451612903,2.0,Austria
12415.0,24,21,124914.53,11.735393027855736,2011-01-06 11:12:00,2011-11-15 14:22:00,444,77374,108.36694677871148,313,247.20127795527156,,Australia
12417.0,3,9,3649.1,8.202509843461513,2010-12-17 11:51:00,2011-12-06 14:52:00,158,1552,8.083333333333334,354,4.3841807909604515,0.0,Belgium
12418.0,113,1,668.58,6.506650650150935,2011-08-19 11:08:00,2011-08-19 11:08:00,34,407,11.970588235294118,0,407.0,2.0,Switzerland
12420.0,64,1,600.39,6.3992436425478765,2011-10-07 08:55:00,2011-10-07 08:55:00,29,345,11.89655172413793,0,345.0,2.0,Cyprus
12421.0,16,4,807.04,6.694611562246261,2011-01-24 15:09:00,2011-11-24 09:07:00,32,484,10.755555555555556,303,1.5973597359735974,1.0,Spain
12422.0,96,3,803.5600000000001,6.690295544136225,2011-01-19 09:13:00,2011-09-05 09:48:00,39,370,9.487179487179487,229,1.6157205240174672,1.0,Australia
12423.0,1,8,1859.31,7.528498419486568,2010-12-21 10:54:00,2011-12-09 10:10:00,97,1339,10.712,352,3.803977272727273,0.0,Belgium
12424.0,163,2,1760.96,7.474182104762846,2011-06-30 12:06:00,2011-06-30 12:06:00,30,740,24.666666666666668,0,740.0,2.0,Australia
12425.0,78,1,777.2,6.6569835605504535,2011-09-22 17:31:00,2011-09-22 17:31:00,36,496,13.777777777777779,0,496.0,2.0,Portugal
12426.0,195,1,582.73,6.369438547154207,2011-05-29 12:26:00,2011-05-29 12:26:00,30,258,8.6,0,258.0,2.0,Germany
12427.0,22,3,825.8,6.717562827807613,2010-12-03 10:44:00,2011-11-18 08:56:00,26,533,17.193548387096776,349,1.527220630372493,1.0,Germany
12428.0,26,9,7956.46,8.981865132439246,2011-03-01 09:33:00,2011-11-14 08:22:00,258,3536,12.02721088435374,257,13.75875486381323,0.0,Finland
12429.0,9,4,3750.4,8.22988438262624,2010-12-09 12:05:00,2011-11-30 17:22:00,82,1557,16.051546391752577,356,4.373595505617978,1.0,Denmark
12430.0,43,1,256.4,5.5506312951620265,2011-10-27 15:09:00,2011-10-27 15:09:00,11,117,10.636363636363637,0,117.0,2.0,Norway
12431.0,36,15,6487.45,8.777778952206313,2010-12-01 10:03:00,2011-11-04 11:55:00,163,2906,12.36595744680851,338,8.597633136094675,0.0,Australia
12432.0,43,5,5059.32,8.529185001388596,2011-06-20 13:27:00,2011-10-28 11:43:00,107,1801,16.675925925925927,129,13.96124031007752,1.0,Norway
12433.0,1,7,13375.87,9.50128237507538,2010-12-01 13:24:00,2011-12-09 10:02:00,219,11071,26.35952380952381,372,29.760752688172044,0.0,Norway
12434.0,85,2,806.14,6.6934971352559,2011-03-24 13:05:00,2011-09-16 12:38:00,46,394,7.88,175,2.2514285714285713,1.0,Australia
12435.0,80,2,7829.89,8.965831447914955,2011-03-17 07:40:00,2011-09-21 09:06:00,31,2055,57.083333333333336,188,10.930851063829786,1.0,Denmark
12436.0,100,1,509.01,6.234430333369278,2011-09-01 12:09:00,2011-09-01 12:09:00,16,211,13.1875,0,211.0,2.0,Norway
12437.0,2,18,4951.41,8.507629605767502,2011-01-12 14:13:00,2011-12-08 11:35:00,118,2922,14.683417085427136,329,8.881458966565349,0.0,France
12438.0,14,2,2906.85,7.9751692554798295,2011-07-22 13:29:00,2011-11-25 13:28:00,84,1180,12.040816326530612,125,9.44,1.0,Norway
12441.0,367,1,173.55,5.162211233551045,2010-12-08 10:45:00,2010-12-08 10:45:00,11,121,11.0,0,121.0,2.0,France
12442.0,3,1,172.06,5.153638355178593,2011-12-06 14:22:00,2011-12-06 14:22:00,12,182,15.166666666666666,0,182.0,2.0,Spain
12444.0,21,5,5005.46,8.518484357502437,2011-06-21 14:00:00,2011-11-18 13:23:00,138,1153,6.551136363636363,149,7.738255033557047,1.0,Norway
12445.0,22,1,133.4,4.900820428089049,2011-11-17 18:43:00,2011-11-17 18:43:00,4,62,15.5,0,62.0,2.0,Spain
12446.0,58,1,1002.3100000000001,6.9110598129904375,2011-10-13 12:50:00,2011-10-13 12:50:00,57,351,6.157894736842105,0,351.0,2.0,RSA
12447.0,243,1,476.49,6.168543217293113,2011-04-10 13:25:00,2011-04-10 13:25:00,26,190,7.3076923076923075,0,190.0,2.0,Belgium
12448.0,44,1,449.45,6.110247083097449,2011-10-26 13:46:00,2011-10-26 13:46:00,22,243,11.045454545454545,0,243.0,2.0,Spain
12449.0,22,4,4067.29,8.310978042729836,2011-06-05 15:37:00,2011-11-17 13:46:00,118,1553,8.13089005235602,164,9.46951219512195,1.0,Belgium
12450.0,156,2,197.88,5.292701627762401,2011-06-19 14:36:00,2011-07-06 14:41:00,7,128,16.0,17,7.529411764705882,2.0,Spain
12451.0,11,5,9035.52,9.109029423519523,2011-01-19 09:05:00,2011-11-29 08:40:00,265,6575,18.573446327683616,313,21.00638977635783,0.0,Switzerland
12452.0,17,2,430.57,6.067429722163682,2011-11-23 08:05:00,2011-11-23 10:28:00,21,185,8.409090909090908,0,185.0,2.0,Switzerland
12453.0,134,1,707.09,6.562571204258897,2011-07-28 14:08:00,2011-07-28 14:08:00,43,473,11.0,0,473.0,2.0,Austria
12454.0,56,1,3528.34,8.168866163607964,2011-10-14 17:13:00,2011-10-14 17:13:00,15,1006,67.06666666666666,0,1006.0,2.0,Spain
12455.0,73,6,2466.86,7.81110665732229,2011-02-16 09:56:00,2011-09-27 15:31:00,85,2089,23.211111111111112,223,9.367713004484305,1.0,Cyprus
12456.0,44,3,3181.04,8.065277779528966,2011-03-30 09:12:00,2011-10-26 14:41:00,105,1633,13.064,210,7.776190476190476,1.0,Switzerland
12457.0,66,7,2363.23,7.768207666517555,2011-04-14 18:57:00,2011-10-04 13:13:00,53,843,13.596774193548388,172,4.901162790697675,1.0,Switzerland
12458.0,71,2,947.4,6.854776354191251,2011-02-28 10:55:00,2011-09-29 15:25:00,35,506,13.31578947368421,213,2.375586854460094,1.0,Switzerland
12461.0,94,2,826.88,6.718868216346018,2011-07-08 10:23:00,2011-09-06 16:57:00,35,287,8.2,60,4.783333333333333,1.0,Switzerland
12462.0,19,2,1189.59,7.082204261557526,2011-02-09 14:44:00,2011-11-21 09:11:00,51,536,8.64516129032258,284,1.8873239436619718,1.0,Spain
12463.0,53,4,1344.78,7.204729049594601,2011-04-12 12:47:00,2011-10-17 13:44:00,65,776,9.349397590361447,188,4.127659574468085,1.0,Belgium
12464.0,10,8,1212.05,7.100893128209941,2011-02-03 13:30:00,2011-11-29 13:33:00,6,112,3.8620689655172415,299,0.3745819397993311,1.0,Belgium
12465.0,17,2,742.1899999999999,6.610951732080795,2011-06-23 13:37:00,2011-11-22 16:34:00,46,479,10.191489361702128,152,3.151315789473684,1.0,Belgium
12468.0,188,2,729.5400000000001,6.593783986707386,2011-01-27 13:29:00,2011-06-05 11:36:00,36,366,9.631578947368421,128,2.859375,2.0,Germany
12471.0,2,30,19824.05,9.894701568567964,2010-12-10 09:35:00,2011-12-07 15:43:00,150,8212,17.85217391304348,362,22.685082872928177,,Germany
12472.0,32,7,6572.11,8.790742363252102,2010-12-05 14:19:00,2011-11-07 14:01:00,219,4148,12.23598820058997,336,12.345238095238095,0.0,Germany
12473.0,29,5,3938.5499999999997,8.278821782571185,2011-06-01 10:15:00,2011-11-10 13:46:00,140,2439,14.517857142857142,162,15.055555555555555,0.0,Germany
12474.0,17,18,7375.79,8.906093863622669,2011-01-14 10:06:00,2011-11-22 14:39:00,253,4847,11.431603773584905,312,15.53525641025641,0.0,Germany
12475.0,54,1,723.38,6.585316116572351,2011-10-17 10:10:00,2011-10-17 10:10:00,36,535,14.86111111111111,0,535.0,2.0,Germany
12476.0,16,11,6816.42,8.82723638014411,2010-12-13 14:39:00,2011-11-24 12:40:00,177,2408,10.334763948497853,345,6.9797101449275365,0.0,Germany
12477.0,23,6,13219.74,9.489542087633343,2011-02-11 12:45:00,2011-11-17 09:51:00,191,3653,12.176666666666666,278,13.140287769784173,0.0,Germany
12478.0,4,1,680.99,6.525014994979364,2011-12-06 09:56:00,2011-12-06 09:56:00,36,236,6.555555555555555,0,236.0,2.0,Greece
12479.0,11,1,527.2,6.269474999863032,2011-11-28 13:26:00,2011-11-28 13:26:00,31,385,12.419354838709678,0,385.0,2.0,Germany
12480.0,28,4,3281.63,8.096400209353131,2011-01-07 15:27:00,2011-11-11 14:52:00,129,1707,11.084415584415584,307,5.5602605863192185,0.0,Germany
12481.0,23,10,5596.32,8.630043190742814,2010-12-09 10:13:00,2011-11-17 08:29:00,150,3304,15.225806451612904,342,9.660818713450292,0.0,Germany
12483.0,17,8,2484.98,7.818422226986002,2011-01-04 14:20:00,2011-11-22 17:02:00,46,1110,14.8,322,3.4472049689440993,1.0,Sweden
12484.0,33,6,4541.72,8.421281230578023,2011-01-07 14:04:00,2011-11-07 11:37:00,256,2191,6.332369942196531,303,7.231023102310231,0.0,Spain
12488.0,10,3,1298.66,7.169857970780942,2011-09-25 10:34:00,2011-11-30 08:50:00,46,529,9.618181818181819,65,8.138461538461538,1.0,France
12489.0,336,1,334.93,5.816902804925467,2011-01-07 13:13:00,2011-01-07 13:13:00,15,105,7.0,0,105.0,2.0,France
12490.0,5,10,5417.93,8.597653657970227,2011-01-14 09:13:00,2011-12-04 16:07:00,131,3064,12.506122448979593,324,9.45679012345679,0.0,France
12491.0,39,1,460.40000000000003,6.134265345739653,2011-11-01 12:18:00,2011-11-01 12:18:00,25,260,10.0,0,260.0,2.0,France
12492.0,63,2,263.21000000000004,5.5767442414854775,2011-08-26 14:51:00,2011-10-07 15:15:00,19,192,9.6,42,4.571428571428571,2.0,Germany
12493.0,166,2,433.74,6.0747481512447195,2011-05-26 14:53:00,2011-06-27 10:17:00,20,207,9.409090909090908,31,6.67741935483871,2.0,France
12494.0,16,7,1246.1000000000001,7.128576134926702,2010-12-09 11:31:00,2011-11-24 09:34:00,63,707,9.181818181818182,349,2.025787965616046,1.0,France
12497.0,82,1,1043.1,6.950910549296065,2011-09-19 12:29:00,2011-09-19 12:29:00,14,1236,88.28571428571429,0,1236.0,2.0,Germany
12498.0,21,3,403.70000000000005,6.00314605188182,2011-10-13 09:30:00,2011-11-18 12:53:00,21,159,6.913043478260869,36,4.416666666666667,1.0,Germany
12500.0,23,11,4257.82,8.356747405587967,2011-01-10 09:48:00,2011-11-16 16:20:00,34,2678,43.90163934426229,310,8.638709677419355,0.0,Germany
12501.0,337,1,2169.39,7.682662153888476,2011-01-07 12:28:00,2011-01-07 12:28:00,149,1783,11.966442953020135,0,1783.0,2.0,Germany
12502.0,96,5,3723.87,8.222787230875806,2011-02-03 10:41:00,2011-09-05 11:52:00,102,820,5.578231292517007,214,3.8317757009345796,1.0,Spain
12504.0,18,2,482.04999999999995,6.180120167963518,2011-11-09 14:56:00,2011-11-21 16:02:00,6,90,10.0,12,7.5,2.0,Germany
12506.0,233,1,73.5,4.310799125385514,2011-04-21 08:54:00,2011-04-21 08:54:00,23,23,1.0,0,23.0,2.0,France
12507.0,134,3,1304.81,7.174578816863813,2011-02-14 09:24:00,2011-07-28 17:09:00,19,894,42.57142857142857,164,5.451219512195122,1.0,Spain
12508.0,26,2,398.27,5.989637879766574,2011-11-10 16:27:00,2011-11-13 15:37:00,57,272,3.9420289855072466,2,136.0,2.0,France
12509.0,284,1,176.5,5.178970608915471,2011-02-28 14:45:00,2011-02-28 14:45:00,7,55,7.857142857142857,0,55.0,2.0,France
12510.0,143,2,982.5699999999999,6.8911888096735625,2011-01-18 14:04:00,2011-07-20 10:15:00,29,353,10.696969696969697,182,1.9395604395604396,1.0,Spain
12512.0,66,2,138.03,4.9346897371814515,2011-10-04 14:53:00,2011-10-04 14:55:00,31,99,2.911764705882353,0,99.0,2.0,Israel
12513.0,113,1,612.29,6.418837907265026,2011-08-19 10:51:00,2011-08-19 10:51:00,35,462,13.2,0,462.0,2.0,France
12514.0,267,1,1017.68,6.926262950537876,2011-03-17 16:38:00,2011-03-17 16:38:00,51,440,8.627450980392156,0,440.0,2.0,Italy
12515.0,353,1,383.7,5.95246380975825,2010-12-21 15:43:00,2010-12-21 15:43:00,16,131,8.1875,0,131.0,2.0,Italy
12516.0,78,2,1312.06,7.180115570136106,2011-06-12 11:37:00,2011-09-23 09:13:00,20,875,33.65384615384615,102,8.57843137254902,1.0,Germany
12517.0,28,5,2502.84,7.825580832414862,2011-06-02 15:13:00,2011-11-11 14:04:00,232,1371,4.827464788732394,161,8.51552795031056,0.0,Germany
12518.0,1,5,2056.89,7.629436465014086,2011-08-21 13:18:00,2011-12-09 10:13:00,84,1318,10.629032258064516,109,12.091743119266056,1.0,Germany
12519.0,64,1,340.84,5.83434279133577,2011-10-07 09:26:00,2011-10-07 09:26:00,17,183,10.166666666666666,0,183.0,2.0,Germany
12520.0,79,5,2634.26,7.876737127834484,2011-03-11 11:35:00,2011-09-21 15:23:00,121,1439,9.467105263157896,194,7.417525773195877,1.0,Germany
12521.0,143,1,599.68,6.39806234681208,2011-07-20 10:51:00,2011-07-20 10:51:00,38,309,8.131578947368421,0,309.0,2.0,Germany
12522.0,39,2,192.72,5.266413817535028,2011-10-19 14:41:00,2011-10-31 15:30:00,11,194,16.166666666666668,12,16.166666666666668,2.0,Germany
12523.0,19,11,1789.77,7.490400973937009,2011-01-12 09:43:00,2011-11-20 12:55:00,84,865,8.160377358490566,312,2.7724358974358974,0.0,France
12524.0,9,8,4485.72,8.408877201532766,2011-01-10 10:35:00,2011-11-30 15:31:00,113,3699,25.6875,324,11.416666666666666,0.0,Germany
12526.0,1,3,1316.66,7.183612715167257,2011-09-06 14:19:00,2011-12-09 12:09:00,64,632,8.901408450704226,93,6.795698924731183,1.0,Germany
12527.0,82,3,348.71000000000004,5.857104239599851,2011-01-18 12:05:00,2011-09-19 11:55:00,18,234,13.0,243,0.9629629629629629,1.0,Germany
12528.0,9,6,1933.48,7.567593835498341,2011-01-31 09:05:00,2011-11-30 14:40:00,50,756,8.217391304347826,303,2.495049504950495,1.0,Germany
12530.0,60,4,1662.28,7.416546835435133,2011-01-07 10:04:00,2011-10-11 12:34:00,51,913,13.833333333333334,277,3.296028880866426,1.0,Germany
12531.0,15,1,125.22,4.838026416156094,2011-11-25 11:12:00,2011-11-25 11:12:00,17,45,2.6470588235294117,0,45.0,2.0,Germany
12532.0,30,1,349.83000000000004,5.860301775655642,2011-11-09 13:47:00,2011-11-09 13:47:00,16,153,9.5625,0,153.0,2.0,France
12534.0,131,1,1089.18,6.9940980992041535,2011-08-01 10:26:00,2011-08-01 10:26:00,63,651,10.333333333333334,0,651.0,2.0,Germany
12535.0,92,2,716.35,6.575563866544399,2011-06-06 12:47:00,2011-09-09 08:48:00,28,219,6.4411764705882355,94,2.3297872340425534,1.0,France
12536.0,43,3,12601.830000000002,9.441676670894656,2011-10-11 14:52:00,2011-10-27 14:20:00,260,2803,10.739463601532567,15,186.86666666666667,0.0,France
12538.0,29,1,363.95,5.899760357897641,2011-11-10 17:16:00,2011-11-10 17:16:00,21,191,9.095238095238095,0,191.0,2.0,Spain
12539.0,22,4,5568.35,8.625033629522884,2011-01-10 09:11:00,2011-11-17 13:30:00,157,2067,7.571428571428571,311,6.646302250803859,0.0,Spain
12540.0,20,17,13400.24,9.503102518971122,2010-12-13 09:39:00,2011-11-20 11:31:00,277,6685,13.985355648535565,342,19.546783625730995,0.0,Spain
12541.0,30,3,981.18,6.889774590946187,2011-03-04 09:32:00,2011-11-10 10:40:00,46,680,13.076923076923077,251,2.7091633466135456,1.0,Spain
12544.0,36,1,372.7,5.923453336491439,2011-11-03 16:15:00,2011-11-03 16:15:00,19,136,7.157894736842105,0,136.0,2.0,Spain
12545.0,75,2,1000.39,6.9091443138264115,2011-03-25 12:04:00,2011-09-25 13:39:00,42,523,10.46,184,2.842391304347826,1.0,Spain
12546.0,47,2,1161.5,7.058328137461511,2011-09-23 09:44:00,2011-10-24 12:09:00,59,633,9.173913043478262,31,20.419354838709676,1.0,Spain
12547.0,198,2,207.79999999999998,5.341376856008484,2011-03-04 12:46:00,2011-05-26 12:38:00,7,134,16.75,82,1.6341463414634145,2.0,Spain
12548.0,166,1,95.19999999999999,4.566429357671661,2011-06-26 15:35:00,2011-06-26 15:35:00,5,49,9.8,0,49.0,2.0,Spain
12550.0,79,1,964.83,6.872987835288763,2011-09-21 14:35:00,2011-09-21 14:35:00,57,569,9.982456140350877,0,569.0,2.0,Spain
12551.0,358,1,168.0,5.1298987149230735,2010-12-17 11:23:00,2010-12-17 11:23:00,10,100,10.0,0,100.0,2.0,Spain
12552.0,39,2,437.82,6.084089306213804,2011-10-31 12:11:00,2011-11-01 10:02:00,20,88,4.4,0,88.0,2.0,Italy
12553.0,8,10,3692.28,8.214270231095687,2011-01-14 10:42:00,2011-12-01 16:38:00,95,1965,10.287958115183246,321,6.121495327102804,0.0,France
12556.0,50,2,603.71,6.404749004268278,2011-07-11 13:35:00,2011-10-20 13:06:00,100,358,2.958677685950413,100,3.58,1.0,Spain
12557.0,16,5,11990.960000000001,9.391991704219834,2010-12-03 12:20:00,2011-11-23 16:59:00,15,4384,132.84848484848484,355,12.349295774647887,0.0,Spain
12558.0,8,1,269.96,5.601971208509516,2011-12-02 10:41:00,2011-12-02 10:41:00,11,196,17.818181818181817,0,196.0,2.0,USA
12559.0,311,2,561.71,6.33276439774036,2011-01-24 10:12:00,2011-02-02 09:49:00,21,283,13.476190476190476,8,35.375,2.0,Germany
12560.0,5,3,2134.01,7.666226609492505,2011-07-19 15:55:00,2011-12-04 13:54:00,91,1110,10.571428571428571,137,8.102189781021897,1.0,Germany
12561.0,303,1,238.85,5.480013727948073,2011-02-10 11:39:00,2011-02-10 11:39:00,16,177,11.0625,0,177.0,2.0,Germany
12562.0,8,7,3781.7400000000002,8.23820389374878,2011-05-25 12:44:00,2011-12-01 17:20:00,99,1779,10.589285714285714,190,9.363157894736842,0.0,France
12564.0,261,1,456.9,6.12665081966305,2011-03-23 14:55:00,2011-03-23 14:55:00,21,133,6.333333333333333,0,133.0,2.0,France
12565.0,289,1,145.92,4.989888220951467,2011-02-24 10:34:00,2011-02-24 10:34:00,9,80,8.88888888888889,0,80.0,2.0,Saudi Arabia
12566.0,86,1,351.65,5.865476063654188,2011-09-14 14:30:00,2011-09-14 14:30:00,19,265,13.947368421052632,0,265.0,2.0,Germany
12567.0,23,10,9401.28,9.148707492038316,2010-12-05 11:57:00,2011-11-17 11:02:00,323,4305,9.652466367713005,346,12.442196531791907,,France
12569.0,2,32,4124.69,8.324988557507531,2011-04-01 13:47:00,2011-12-07 16:24:00,92,1801,9.579787234042554,250,7.204,,Germany
12571.0,40,2,519.61,6.255001200981438,2011-08-10 12:35:00,2011-10-31 10:19:00,31,523,15.382352941176471,81,6.45679012345679,1.0,France
12572.0,9,2,1020.42,6.928949094989139,2011-10-19 08:20:00,2011-12-01 09:20:00,53,452,7.533333333333333,43,10.511627906976743,1.0,Germany
